Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Nativeness,Abundance,NPS Tags,References,Observations,Vouchers,T&E,State Status,GRank,SRank
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Regulidae,88057,179870.0,Active,Regulus calendula,Ruby-crowned Kinglet,Regulus calendula cineraceus,Accepted,No,Approved,Present,Native,Common,Resident,12.0,60.0,7.0,,,,
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Regulidae,88051,179865.0,Active,Regulus satrapa,Golden-crowned Kinglet,Regulus satrapa olivaceus,Accepted,No,Approved,Present,Native,Occasional,Vagrant,5.0,4.0,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Remizidae,90917,178759.0,Active,Auriparus flaviceps,Verdin,Auriparus flaviceps acaciarum,Accepted,No,Approved,Present,Native,Common,Breeder,6.0,70.0,15.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Sittidae,90945,178784.0,Active,Sitta canadensis,Red-breasted Nuthatch,,Accepted,No,Approved,Present,Native,Occasional,Migratory,6.0,13.0,2.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Sittidae,90935,178775.0,Active,Sitta carolinensis,White-breasted Nuthatch,Sitta carolinensis aculeata,Accepted,No,Approved,Present,Native,Occasional,Resident,5.0,6.0,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Sittidae,90949,178788.0,Active,Sitta pygmaea,Pygmy Nuthatch,Sitta pygmaea melanotis,Accepted,No,Approved,Present,Native,Occasional,Vagrant,3.0,8.0,9.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Sturnidae,86204,179637.0,Active,Sturnus vulgaris,European Starling,,Accepted,No,Approved,Present,Non-native,Uncommon,Breeder,4.0,6.0,,,,G5,CA: SNA
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,88356,178587.0,Active,Campylorhynchus brunneicapillus,Cactus Wren,Campylorhynchus brunneicapillus couesi,Accepted,No,Approved,Present,Native,Common,Breeder,11.0,90.0,8.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,88383,178610.0,Active,Catherpes mexicanus,Canyon Wren,Catherpes mexicanus conspersus,Accepted,No,Approved,Present,Native,Common,Breeder,9.0,61.0,8.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,88380,178608.0,Active,Cistothorus palustris,Marsh Wren,Telmatodytes palustris,Accepted,No,Approved,Present,Native,Rare,Migratory,5.0,12.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,88387,178614.0,Active,Salpinctes obsoletus,Rock Wren,Salpinctes obsoletus obsoletus,Accepted,No,Approved,Present,Native,Common,Breeder,13.0,75.0,9.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,88329,178562.0,Active,Thryomanes bewickii,Bewick's Wren,"Thryomanes bewickii eremophilus, Thryomanes bewickii correctus",Accepted,No,Approved,Present,Native,Common,Breeder,12.0,115.0,43.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,88306,178541.0,Active,Troglodytes aedon,House Wren,Troglodytes aedon parkmanii,Accepted,No,Approved,Present,Native,Uncommon,Migratory,6.0,24.0,7.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Troglodytidae,773813,,Inactive,Troglodytes hiemalis,Pacific Wren formally Winter Wren,"Troglodytes troglodytes, Troglodytes troglodytes pacificus",Accepted,No,Approved,Present,Native,Occasional,Vagrant,1.0,,,,,G5,
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,87158,179779.0,Active,Catharus guttatus,Hermit Thrush,"Hylocichla guttata slevini, Catharus guttatus sleveni, Catharus guttatus sequoiensis, Hylocichla guttata, Catharus guttatus guttatus, Hylocichla guttata guttata",Accepted,No,Approved,Present,Native,Uncommon,Resident,8.0,45.0,10.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,87168,179788.0,Active,Catharus ustulatus,Swainson's Thrush,"Catharus ustulatus ustulatus, Hylocichla ustulata ustulata, Hylocichla ustulata",Accepted,No,Approved,Present,Native,Common,Migratory,8.0,30.0,3.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,87152,179773.0,Active,Ixoreus naevius,Varied Thrush,,Accepted,No,Approved,Present,Native,Occasional,Migratory,1.0,2.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,88006,179824.0,Active,Myadestes townsendi,Townsend's Solitaire,Myadestes townsendi townsendi,Accepted,No,Approved,Present,Native,Occasional,Migratory,7.0,26.0,6.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,87195,179811.0,Active,Sialia currucoides,Mountain Bluebird,,Accepted,No,Approved,Present,Native,Occasional,Vagrant,7.0,15.0,1.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,87189,179806.0,Active,Sialia mexicana,Western Bluebird,"Sialia mexicana bairdi, Sialia mexicana occidentalis",Accepted,No,Approved,Present,Native,Uncommon,Resident,7.0,31.0,2.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Turdidae,87136,179759.0,Active,Turdus migratorius,American Robin,"Turdus migratorius caurinus, Turdus migratorius propinquus",Accepted,No,Approved,Present,Native,Occasional,Migratory,10.0,40.0,3.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,267828,554221.0,Active,Contopus cooperi,Olive-sided Flycatcher,Nuttallornis borealis,Accepted,No,Approved,Present,Native,Rare,Migratory,5.0,14.0,3.0,SC,CA: SSC,G4,CA: S3
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85848,178360.0,Active,Contopus sordidulus,Western Wood-Pewee,"Contopus sordidulus veliei, Contopus richardsonii, Contopus richardsonii richardsonii",Accepted,No,Approved,Present,Native,Common,Migratory,8.0,36.0,5.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85834,178348.0,Active,Empidonax difficilis,Pacific-slope Flycatcher,Empidonax difficilis difficilis,Accepted,No,Approved,Present,Native,Common,Migratory,8.0,46.0,15.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,264075,554254.0,Active,Empidonax hammondii,Hammond's Flycatcher,,Accepted,No,Approved,Present,Native,Common,Migratory,6.0,19.0,10.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85832,178346.0,Active,Empidonax oberholseri,Dusky Flycatcher,,Accepted,No,Approved,Present,Native,Uncommon,Migratory,5.0,4.0,4.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85827,178341.0,Active,Empidonax traillii,Willow Flycatcher,Empidonax traillii brewsteri,Accepted,No,Approved,Present,Native,Uncommon,Management Priority; Migratory,6.0,22.0,17.0,SC,CA: SE,G5,CA: S3
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85833,178347.0,Active,Empidonax wrightii,Gray Flycatcher,,Accepted,No,Approved,Present,Native,Occasional,Migratory,5.0,13.0,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85799,178316.0,Active,Myiarchus cinerascens,Ash-throated Flycatcher,Myiarchus cinerascens cinerascens,Accepted,No,Approved,Present,Native,Common,Breeder,9.0,72.0,4.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85860,178371.0,Active,Pyrocephalus rubinus,Vermilion Flycatcher,Pyrocephalus rubinus flammeus,Accepted,No,Approved,Present,Native,Occasional,Vagrant,4.0,8.0,1.0,SC,CA: SSC,G5,CA: S2S3
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85815,178330.0,Active,Sayornis nigricans,Black Phoebe,Sayornis nigricans semiatra,Accepted,No,Approved,Present,Native,Uncommon,Breeder,7.0,41.0,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85818,178333.0,Active,Sayornis saya,Say's Phoebe,Sayornis saya saya,Accepted,No,Approved,Present,Native,Uncommon,Breeder,12.0,50.0,2.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85766,178287.0,Active,Tyrannus verticalis,Western Kingbird,,Accepted,No,Approved,Present,Native,Uncommon,Breeder,8.0,43.0,3.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Tyrannidae,85767,178288.0,Active,Tyrannus vociferans,Cassin's Kingbird,Tyrannus vociferans vociferans,Accepted,No,Approved,Present,Native,Uncommon,Breeder,7.0,13.0,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Vireonidae,93567,179003.0,Active,Vireo bellii,Bell's Vireo,Vireo bellii pusillus,Accepted,No,Approved,Present,Native,Occasional,,2.0,2.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Vireonidae,266864,554456.0,Active,Vireo cassinii,Cassin's Vireo,"Vireo solitarius cassinii, Vireo cassinii cassinii, Vireo solitarius",Accepted,No,Approved,Present,Native,Uncommon,Migratory,8.0,32.0,1.0,,,G5,CA: SNRB
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Vireonidae,93589,179023.0,Active,Vireo gilvus,Warbling Vireo,"Vireo gilvus leucopolius, Vireo gilvus swainsoni",Accepted,No,Approved,Present,Native,Common,Migratory,9.0,56.0,17.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Vireonidae,93558,178997.0,Active,Vireo huttoni,Hutton's Vireo,Vireo huttoni huttoni,Accepted,No,Approved,Present,Native,Occasional,Vagrant,4.0,3.0,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Passeriformes,Vireonidae,93572,179008.0,Active,Vireo vicinior,Gray Vireo,,Accepted,No,Approved,Present,Native,Uncommon,Breeder,6.0,13.0,3.0,SC,CA: SSC,G5,CA: S2
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Ardeidae,266951,554135.0,Active,Ardea alba,Great Egret,"Casmerodius albus egretta, Casmerodius albus",Accepted,No,Approved,Present,Native,Rare,Migratory,4.0,7.0,,,CA: S,G5,CA: S4
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Ardeidae,84416,174773.0,Active,Ardea herodias,Great Blue Heron,Ardea herodias hyperonca,Accepted,No,Approved,Present,Native,Rare,Migratory,3.0,4.0,,SC,CA: S,G5,CA: S4
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Ardeidae,84508,174856.0,Active,Botaurus lentiginosus,American Bittern,,Accepted,No,Approved,Present,Native,Rare,Migratory,4.0,3.0,,SC,,G5,CA: S3S4
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Ardeidae,84438,174793.0,Active,Butorides virescens,Green Heron,Butorides virescens anthonyi,Accepted,No,Approved,Present,Native,Rare,Migratory,5.0,11.0,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Ardeidae,84461,174813.0,Active,Egretta thula,Snowy Egret,"Egretta thula brewsteri, Leucophoyx thula brewsteri",Accepted,No,Approved,Present,Native,Rare,Migratory,2.0,2.0,,SC,,G5,CA: S4
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Ardeidae,84482,174832.0,Active,Nycticorax nycticorax,Black-crowned Night-Heron,Nycticorax nycticorax hoactli,Accepted,No,Approved,Present,Native,Rare,Migratory,2.0,3.0,,SC,,G5,CA: S4
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Pelecanidae,83382,174684.0,Active,Pelecanus erythrorhynchos,American White Pelican,,Accepted,No,Approved,Present,Native,Rare,Management Priority; Migratory,2.0,3.0,,SC,CA: SSC,G4,CA: S1S2
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Threskiornithidae,85521,174926.0,Active,Plegadis chihi,White-faced Ibis,,Accepted,No,Approved,Present,Native,Rare,Migratory,2.0,1.0,,SC,CA: WL,G5,CA: S3S4
JOTR,Joshua Tree National Park,Bird,2,Pelecaniformes,Threskiornithidae,85519,174924.0,Active,Plegadis falcinellus,Glossy Ibis,,Accepted,No,Approved,Present,Native,Occasional,Vagrant,,1.0,,,,G5,
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84820,178154.0,Active,Colaptes auratus,Northern Flicker,"Colaptes auratus borealis, Colaptes cafer collaris, Colaptes auratus luteus, Colaptes cafer, Colaptes auratus cafer, Colaptes auratus collaris",Accepted,No,Approved,Present,Native,Uncommon,Breeder,12.0,45.0,2.0,SU,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,266003,554081.0,Active,Colaptes chrysoides,Gilded Flicker,Colaptes chrysoides mearnsi,Accepted,No,Approved,Present,Native,Occasional,Management Priority; Vagrant,2.0,1.0,,SC,CA: SE,G4,CA: S2
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84858,178189.0,Active,Melanerpes formicivorus,Acorn Woodpecker,"Balanosphyra formicivora formicivora, Melanerpes formicivorus bairdi, Melanerpes formicivorus formicivorus, Balanosphyra formicivora bairdi, Balanosphyra formicivora",Accepted,No,Approved,Present,Native,Uncommon,Vagrant,3.0,9.0,2.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84866,178196.0,Active,Melanerpes lewis,Lewis's Woodpecker,Asyndesmus lewis,Accepted,No,Approved,Present,Native,Occasional,Migratory,3.0,14.0,1.0,SC,,G4,CA: S4
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84868,178198.0,Active,Melanerpes uropygialis,Gila Woodpecker,Centurus uropygialis,Accepted,No,Approved,Present,Native,Occasional,Management Priority; Vagrant,3.0,1.0,,SC,CA: SE,G5,CA: S2
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84933,178256.0,Active,Picoides albolarvatus,White-headed Woodpecker,Dendrocopos albolarvatus,Accepted,No,Approved,Present,Native,Occasional,Vagrant,2.0,2.0,,SC,,,
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84935,178258.0,Active,Picoides nuttallii,Nuttall's Woodpecker,Dendrocopos nuttallii,Accepted,No,Approved,Present,Native,Occasional,Vagrant,3.0,1.0,,SC,,,
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,85737,178260.0,Active,Picoides scalaris,Ladder-backed Woodpecker,"Picoides scalaris cactophilus, Dendrocopos scalaris cactophilus, Dendrocopos scalaris",Accepted,No,Approved,Present,Native,Common,Breeder,12.0,107.0,18.0,SC,,,
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,85739,178262.0,Active,Picoides villosus,Hairy Woodpecker,Dendrocopos villosus,Accepted,No,Approved,Present,Native,Occasional,Vagrant,2.0,2.0,,SU,,,
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84884,178211.0,Active,Sphyrapicus nuchalis,Red-naped Sapsucker,Sphyrapicus varius nuchalis,Accepted,No,Approved,Present,Native,Rare,Migratory,5.0,3.0,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84885,178212.0,Active,Sphyrapicus ruber,Red-breasted Sapsucker,Sphyrapicus varius daggetti,Accepted,No,Approved,Present,Native,Occasional,Migratory,5.0,1.0,,SU,,G5,CA: S4
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84880,178208.0,Active,Sphyrapicus thyroideus,Williamson's Sapsucker,"Sphyrapicus thyroideus thyroideus, Sphyrapicus thyroideus nataliae",Accepted,No,Approved,Present,Native,Occasional,Vagrant,5.0,4.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Piciformes,Picidae,84874,178202.0,Active,Sphyrapicus varius,Yellow-bellied Sapsucker,Sphyrapicus varius varius,Accepted,No,Approved,Present,Native,Occasional,Vagrant,3.0,12.0,,SC,,G5,
JOTR,Joshua Tree National Park,Bird,2,Podicipediformes,Podicipedidae,81710,174503.0,Active,Aechmophorus occidentalis,Western Grebe,,Accepted,No,Approved,Present,Native,Occasional,Vagrant,1.0,1.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Podicipediformes,Podicipedidae,81689,174485.0,Active,Podiceps nigricollis,Eared Grebe,"Podiceps caspicus, Podiceps caspicus californicus, Podiceps nigricollis californicus",Accepted,No,Approved,Present,Native,Rare,Migratory,4.0,6.0,,SC,,G5,"CA: SNRB,SNRN,SNRM"
JOTR,Joshua Tree National Park,Bird,2,Podicipediformes,Podicipedidae,81712,174505.0,Active,Podilymbus podiceps,Pied-billed Grebe,Podilymbus podiceps podiceps,Accepted,No,Approved,Present,Native,Uncommon,Resident,4.0,23.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Strigidae,82979,177942.0,Active,Aegolius acadicus,Northern Saw-whet Owl,Aegolius acadicus acadicus,Accepted,No,Approved,Present,Native,Occasional,Migratory,3.0,2.0,1.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Strigidae,82971,177935.0,Active,Asio flammeus,Short-eared Owl,,Accepted,No,Approved,Present,Native,Occasional,Vagrant,2.0,2.0,,SC,CA: SSC,G5,CA: S2
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Strigidae,82968,177932.0,Active,Asio otus,Long-eared Owl,Asio otus wilsonianus,Accepted,No,Approved,Present,Native,Occasional,Migratory,8.0,9.0,1.0,SC,CA: SSC,G5,CA: S3?
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Strigidae,82983,177946.0,Active,Athene cunicularia,Burrowing Owl,"Athene cunicularia hypugaea, Speotyto cunicularia hypugaea, Speotyto cunicularia",Accepted,No,Approved,Present,Native,Rare,Management Priority; Breeder,6.0,8.0,,SC,CA: SSC,G4,CA: S2
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Strigidae,80772,177884.0,Active,Bubo virginianus,Great Horned Owl,Bubo virginianus pallescens,Accepted,No,Approved,Present,Native,Common,Management Priority; Breeder,12.0,42.0,,50,,G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Strigidae,543207,686659.0,Active,Megascops kennicottii,Western Screech-Owl,"Otus kennicottii, Otus asio, Otus kennicottii yumanensis",Accepted,No,Approved,Present,Native,Rare,Breeder,8.0,34.0,8.0,SU,,G4G5,CA: SNR
JOTR,Joshua Tree National Park,Bird,2,Strigiformes,Tytonidae,80736,177851.0,Active,Tyto alba,Barn Owl,Tyto alba pratincola,Accepted,No,Approved,Present,Native,Uncommon,Management Priority; Breeder,7.0,6.0,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Anguidae,78979,174095.0,Active,Anniella pulchra,California legless lizard,,Accepted,No,Approved,Present,Native,Rare,Breeder,4.0,,,,CA: SSC,G3,CA: S2S3
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Anguidae,120650,209026.0,Active,Elgaria multicarinata webbii,San Diego alligator lizard,,Accepted,No,Approved,Present,Native,Uncommon,Breeder,2.0,,,,,,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Charinidae,80849,174331.0,Active,Lichanura trivirgata,rosy boa,"Lichanura roseofusca gracia, Lichanura roseofusca, Lichanura trivirgata gracia",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,10.0,,1.0,,,G4G5,CA: S3S4
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,79769,174202.0,Active,Arizona elegans,glossy snake,,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,8.0,,,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,122661,209270.0,Active,Arizona elegans candida,Mojave glossy snake,,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,2.0,,1.0,,,G5TNR,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,122662,209271.0,Active,Arizona elegans eburnata,desert glossy snake,,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,5.0,,1.0,,,G5T5,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,79780,174212.0,Active,Chionactis occipitalis,western shovel-nosed snake,Chionactis occipitalis occipitalis,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,10.0,,,,,,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,773774,,Inactive,Lampropeltis californiae,California kingsnake,"Lampropeltis getula, Lampropeltis getulus, Lampropeltis getula californiae, Lampropeltis getulus californiae",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,8.0,,2.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,79834,174261.0,Active,Phyllorhynchus decurtatus,spotted leaf-nosed snake,Phyllorhynchus decurtatus perkinsi,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,11.0,,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,117240,209400.0,Active,Pituophis catenifer,gopher snake,Pituophis melanoleucus,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,7.0,,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,117242,209402.0,Active,Pituophis catenifer affinis,Sonoran gopher snake,Pituophis melanoleucus affinis,Accepted,No,Approved,Present,Native,Uncommon,Exploitation Concern; Breeder,4.0,,1.0,,,G5T5,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,117247,209407.0,Active,Pituophis catenifer deserticola,Great Basin gopher snake,Pituophis melanoleucus deserticola,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,5.0,,1.0,,,G5T5,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,79840,174267.0,Active,Rhinocheilus lecontei,Long-nosed snake,Rhinocheilus lecontei lecontei,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,8.0,,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,79845,174271.0,Active,Salvadora hexalepis,western patch-nosed snake,,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,8.0,,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,117259,209418.0,Active,Salvadora hexalepis hexalepis,desert patch-nosed snake,,Accepted,No,Approved,Present,Native,Rare,Exploitation Concern; Breeder,3.0,,1.0,,,G5T4,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,117260,209419.0,Active,Salvadora hexalepis mojavensis,Mojave patch-nosed snake,,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,4.0,,1.0,,,G5T5,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,80794,174282.0,Active,Tantilla hobartsmithi,Smith's black-headed snake,,Accepted,No,Approved,Present,Native,Rare,Exploitation Concern; Breeder,3.0,,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Colubridae,153288,-501435.0,Active,Trimorphodon lyropanes,California lyresnake,"Trimorphodon vandenburghi, Trimorphodon biscutatus",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,7.0,,1.0,,,,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Crotaphytidae,118782,208791.0,Active,Crotaphytus bicinctores,Great Basin collared lizard,"Crotaphytus collaris baileyi, Crotaphytus collaris, Crotaphytus insularis",Accepted,No,Approved,Present,Native,Uncommon,Exploitation Concern; Breeder,11.0,,7.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Crotaphytidae,78387,173924.0,Active,Gambelia wislizenii,long-nosed leopard lizard,"Crotaphytus wislizenii, Crotaphytus wislizenii wislizenii, Gambelia wislizenii wislizenii",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,13.0,,24.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Eublepharidae,78920,174041.0,Active,Coleonyx variegatus,western banded gecko,,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,10.0,,28.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,78384,173921.0,Active,Dipsosaurus dorsalis,desert iguana,Dipsosaurus dorsalis dorsalis,Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,9.0,,20.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,286229,564596.0,Active,Sauromalus ater,common chuckwalla,"Sauromalus obesus obesus, Sauromalus obesus",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,8.0,,30.0,SC,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,77523,173870.0,Active,Sceloporus graciosus,common sagebrush lizard,,Accepted,No,Approved,Probably Present,Native,,Exploitation Concern,1.0,,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,118749,208761.0,Active,Sceloporus occidentalis longipes,Great Basin fence lizard,Sceloporus occidentalis,Accepted,No,Approved,Present,Native,Abundant,Exploitation Concern; Breeder,12.0,,1.0,,,,
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,773773,,Inactive,Sceloporus uniformis,yellow-backed spiny lizard,"Sceloporus magister, Sceloporus magister uniformis",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,11.0,,2.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,78418,173952.0,Active,Urosaurus graciosus,western long-tailed brush lizard,,Accepted,No,Approved,Present,Native,Unknown,Exploitation Concern; Breeder,8.0,,1.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Iguanidae,78422,173956.0,Active,Uta stansburiana,common side-blotched lizard,Uta stansburiana stejnegeri,Accepted,No,Approved,Present,Native,Abundant,Exploitation Concern; Breeder,20.0,,16.0,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Leptotyphlopidae,118388,209590.0,Active,Rena humilis,western threadsnake,Leptotyphlops humilis,Accepted,No,Approved,Present,Native,Uncommon,Exploitation Concern; Breeder,4.0,,,,,G5,CA: SNR
JOTR,Joshua Tree National Park,Reptile,3,Squamata,Phrynosomatidae,77563,173906.0,Active,Callisaurus draconoides,zebra-tailed lizard,"Callisaurus draconoides rhodostictus, Callisaurus draconoides gabbi",Accepted,No,Approved,Present,Native,Common,Exploitation Concern; Breeder,9.0,,38.0,,,G5,CA: SNR
