Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Nativeness,Abundance,NPS Tags,References,Observations,Vouchers,T&E,State Status,GRank,SRank
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93060,183315.0,Active,Pinus attenuata,Knobcone Pine,,Accepted,No,Approved,Present,Native,Uncommon,,30.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93073,183327.0,Active,Pinus contorta,"Beach pine, Shore Pine",,Accepted,No,Approved,Present,Native,Common,,12.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,167200,506601.0,Active,Pinus halepensis,aleppo pine,,Accepted,No,Approved,Present,Non-native,Rare,,,,,,,,
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93093,183345.0,Active,Pinus jeffreyi,Jeffrey Pine,,Accepted,No,Approved,Present,Native,Uncommon,,43.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93095,183347.0,Active,Pinus lambertiana,"California sugar pine, sugar pine",,Accepted,No,Approved,Present,Native,Rare,,6.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,290511,565970.0,Active,Pinus patula,Mexican Weeping Pine,,Accepted,No,Approved,Present,Non-native,Unknown,,1.0,,,,,,
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93123,183372.0,Active,Pinus radiata,"insignis pine, Monterey pine",,Accepted,No,Approved,Present,Non-native,Uncommon,,48.0,,,SC,,G1,CA: S1
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93985,183426.0,Active,Pseudotsuga menziesii var. menziesii,Douglas-fir,,Accepted,No,Approved,Present,Native,Abundant,,5.0,,1.0,,,G5T5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Pinales,Pinaceae,93957,183400.0,Active,Tsuga heterophylla,Western Hemlock,,Accepted,No,Approved,Present,Native,Common,,196.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Pinales,Taxaceae,103567,194884.0,Active,Taxus brevifolia,Pacific Yew,,Accepted,No,Approved,Present,Native,Rare,,23.0,,4.0,RT,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Piperales,Aristolochiaceae,94776,18354.0,Active,Asarum caudatum,Wild Ginger,,Accepted,No,Approved,Present,Native,Common,,34.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,211772,527073.0,Active,Carex aquatilis var. dives,Sitka Sedge,,Accepted,No,Approved,Present,Native,Unknown,,,,,,,G5T5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,146129,39553.0,Active,Carex concinnoides,Northwestern Sedge,,Accepted,No,Approved,Present,Native,Unknown,,1.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,208359,525400.0,Active,Carex deweyana ssp. leptopoda,Dewey's Sedge,,Accepted,No,Approved,Present,Native,Unknown,,2.0,,2.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,146157,39579.0,Active,Carex dudleyi,Dudley's Sedge,,Accepted,No,Approved,Present,Native,Unknown,,,,,,,G4G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,146200,39617.0,Active,Carex globosa,Round Fruit Sedge,,Accepted,No,Approved,Present,Native,Unknown,,,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,146219,39634.0,Active,Carex hendersonii,Henderson's Sedge,,Accepted,No,Approved,Present,Native,Unknown,,13.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,146255,39667.0,Active,Carex leporina,Eggbract sedge,,Accepted,No,Approved,Present,Native,Unknown,,3.0,,2.0,,,"GNR,G5",
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,147088,39671.0,Active,Carex leptopoda,Dewey's Sedge,,Accepted,No,Approved,Present,Native,Unknown,,14.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,147110,39691.0,Active,Carex mendocinensis,Mendocino Sedge,,Accepted,No,Approved,Present,Native,Unknown,,1.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,145320,39444.0,Active,Carex obnupta,Slough Sedge,,Accepted,No,Approved,Present,Native,Common,,69.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,163835,506872.0,Active,Carex ovalis,Egg-bract Sedge,,Accepted,No,Approved,Present,Native,Unknown,,,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,137587,39740.0,Active,Carex pansa,Sand-dune sedge,,Accepted,No,Approved,Probably Present,Native,,,,,,,,G4,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,137616,39767.0,Active,Carex praegracilis,Clustered Field Sedge,,Accepted,No,Approved,Present,Native,Unknown,,10.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,138192,39806.0,Active,Carex simulata,Analogue Sedge,,Accepted,No,Approved,Present,Native,Unknown,,7.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,206767,527159.0,Active,Carex stipata var. stipata,Owlfruit Sedge,,Accepted,No,Approved,Present,Native,Unknown,,,,,,,G5T5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,138246,39855.0,Active,Carex tumulicola,Foothill Sedge,,Accepted,No,Approved,Present,Native,Common,,29.0,,4.0,,,G4,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,138983,39920.0,Active,Cyperus eragrostis,tall flatsedge,,Accepted,No,Approved,Present,Native,Unknown,,6.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,139011,39946.0,Active,Cyperus niger,Umbrella Sedge,,Accepted,No,Approved,Present,Native,Unknown,,1.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,140191,40051.0,Active,Eleocharis macrostachya,Spikerush,,Accepted,No,Approved,Present,Native,Unknown,,3.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,139094,40020.0,Active,Eleocharis parvula,"dwarf spikerush, dwarf spikesedge, little-head spikerush, little-head spike-rush",,Accepted,No,Approved,Present,Native,Unknown,Management Priority,2.0,,1.0,,,G5,CA: S3
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,171433,508147.0,Active,Isolepis setacea,Bristleleaf bulrush,,Accepted,No,Approved,Present,Non-native,Unknown,,1.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,167014,507797.0,Active,Schoenoplectus tabernaemontani,Softstem bulrush,Scirpus tabernaemontani,Accepted,No,Approved,Present,Native,Unknown,,,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,140927,40235.0,Active,Scirpus microcarpus,"Bulrush, Tule",,Accepted,No,Approved,Present,Native,Uncommon,,27.0,,5.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Cyperaceae,141779,40280.0,Active,Scirpus setaceus,,,Accepted,No,Approved,Present,Non-native,Unknown,,2.0,,1.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143469,39250.0,Active,Juncus bolanderi,Bolander's Rush,,Accepted,No,Approved,Present,Native,Unknown,,25.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,166669,507035.0,Active,Juncus breweri,Brewer's rush,,Accepted,No,Approved,Present,Native,Unknown,,1.0,,,,,G3G4,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143443,39227.0,Active,Juncus bufonius,toad rush,,Accepted,No,Approved,Present,Native,Common,,28.0,,4.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,213095,528601.0,Active,Juncus bufonius var. bufonius,Toad Rush,,Accepted,No,Approved,Present,Native,Unknown,,,,2.0,,,G5T5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143481,39261.0,Active,Juncus confusus,Rush,,Accepted,No,Approved,Present,Native,Unknown,,8.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143449,39232.0,Active,Juncus effusus,CommonRush,,Accepted,No,Approved,Present,Native,Unknown,,46.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,889747,817949.0,Active,Juncus effusus ssp. pacificus,Pacific rush,Juncus effusus var. pacificus,Accepted,No,Approved,Present,Native,Unknown,,8.0,,4.0,,,G5T5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143489,39269.0,Active,Juncus ensifolius,Rush,,Accepted,No,Approved,Probably Present,Native,,,8.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,852669,817925.0,Active,Juncus hesperius,Lamp rush,Juncus effusus var. brunneus,Accepted,No,Approved,Present,Native,Unknown,,5.0,,3.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,158270,503255.0,Active,Juncus lesueurii,salt rush,,Accepted,No,Approved,Present,Native,Unknown,,12.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,158291,503265.0,Active,Juncus occidentalis,western rush,,Accepted,No,Approved,Present,Native,Unknown,,,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143526,39301.0,Active,Juncus patens,Spreading Rush,,Accepted,No,Approved,Present,Native,Unknown,,17.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,143461,39243.0,Active,Juncus tenuis,Slender Rush,,Accepted,No,Approved,Present,Native,Unknown,,7.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,144375,39329.0,Active,Juncus xiphioides,irisleaf rush,,Accepted,No,Approved,Present,Native,Unknown,,,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,144386,39339.0,Active,Luzula comosa,Woodrush,,Accepted,No,Approved,Present,Native,Common,,21.0,,6.0,,,G4G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Juncaceae,144395,39347.0,Active,Luzula parviflora,"millet woodrush, smallflower woodrush, smallflowered woodrush",,Accepted,No,Approved,Present,Native,Unknown,,17.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,89942,185249.0,Active,Agrostis capillaris,Colonial Bentgrass,,Accepted,No,Approved,Present,Non-native,Common,,13.0,,4.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142882,40412.0,Active,Agrostis exarata,Spike Bentgrass,,Accepted,No,Approved,Present,Native,Unknown,,5.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142884,40414.0,Active,Agrostis gigantea,"Bentgrass, Redtop",,Accepted,No,Approved,Present,Non-native,Common,,3.0,,1.0,,,G4G5,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142885,40415.0,Active,Agrostis hallii,Hall's Bentgrass,,Accepted,No,Approved,Present,Native,Common,,14.0,,5.0,,,G4G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142888,40418.0,Active,Agrostis idahoensis,Bentgrass,,Accepted,No,Approved,Present,Native,Unknown,,1.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142892,40421.0,Active,Agrostis microphylla,small-leaf bentgrass,,Accepted,No,Approved,Present,Native,Unknown,,,,2.0,RT,,G4G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142869,40400.0,Active,Agrostis stolonifera,Creeping Bentgrass,,Accepted,No,Approved,Present,Non-native,Abundant,,21.0,,5.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140333,41376.0,Active,Aira caryophyllea,"European, Silver Hairgrass",,Accepted,No,Approved,Present,Non-native,Abundant,,53.0,,6.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140335,41378.0,Active,Aira praecox,Hairgrass,,Accepted,No,Approved,Present,Non-native,Uncommon,,19.0,,3.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142908,40436.0,Active,Alopecurus aequalis,Short-awn Foxtail,,Accepted,No,Approved,Present,Native,Uncommon,,1.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142909,40437.0,Active,Alopecurus geniculatus,Water Foxtail,,Accepted,No,Approved,Present,Native,Uncommon,,11.0,,7.0,,,GU,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142922,40449.0,Active,Ammophila arenaria,European Beachgrass,,Accepted,No,Approved,Present,Non-native,Common,Management Priority,112.0,,1.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140353,41394.0,Active,Anthoxanthum aristatum,Vernal Grass,,Accepted,No,Approved,Present,Non-native,Rare,,19.0,,1.0,,,"G4G5,GNR",CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,172805,508924.0,Active,Anthoxanthum occidentale,Vanilla Grass,Hierochloe occidentalis,Accepted,No,Approved,Present,Native,Uncommon,,13.0,,,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140354,41395.0,Active,Anthoxanthum odoratum,Sweet Vernal Grass,,Accepted,No,Approved,Present,Non-native,Common,,95.0,,14.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140408,41443.0,Active,Arrhenatherum elatius,Tall Oat Grass,,Accepted,No,Approved,Present,Non-native,Abundant,Management Priority,88.0,,5.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140422,41456.0,Active,Avena barbata,Slender Wild Oat,,Accepted,No,Approved,Present,Non-native,Uncommon,,32.0,,3.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140424,41458.0,Active,Avena fatua,Wild Oat,,Accepted,No,Approved,Present,Non-native,Uncommon,,24.0,,1.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,140425,41459.0,Active,Avena sativa,Oat,,Accepted,No,Approved,Present,Non-native,Common,,18.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141034,41529.0,Active,Briza maxima,"Quaking Grass, Rattlesnake Gras",,Accepted,No,Approved,Present,Non-native,Common,,13.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141037,41531.0,Active,Briza minor,Small Quaking Grass,,Accepted,No,Approved,Present,Non-native,Common,,25.0,,7.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,153359,-502053.0,Inactive,Bromus carinatus var. carinatus,,,Accepted,No,Approved,Present,Native,Common,,,,,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,221624,532714.0,Active,Bromus carinatus var. maritimus,,,Accepted,No,Approved,Present,Native,Common,,1.0,,,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,153750,501066.0,Active,Bromus catharticus,Rescue Grass,,Accepted,No,Approved,Probably Present,Non-native,,,5.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,1058231,,Active,Bromus catharticus var. elatus,"Chilean brome, Thread Brome",Bromus stamineus,Accepted,No,Approved,Present,Non-native,Uncommon,,14.0,,2.0,,,GNRTNR,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,142976,40498.0,Active,Bromus diandrus,Ripgut Grass,,Accepted,No,Approved,Present,Non-native,Uncommon,,22.0,,4.0,,,G5,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,153759,501070.0,Active,Bromus hordeaceus,Soft Chess,,Accepted,No,Approved,Present,Non-native,Common,,34.0,,6.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,200691,523701.0,Active,Bromus inermis ssp. inermis,Bromegrass,,Accepted,No,Approved,Present,Non-native,Uncommon,,2.0,,,,,G5T5,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143549,40522.0,Active,Bromus sterilis,"Poverty Brome, Sterile Brome",,Accepted,No,Approved,Present,Non-native,Uncommon,,18.0,,1.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143551,40524.0,Active,Bromus tectorum,Cheatgrass,,Accepted,No,Approved,Probably Present,Non-native,,,1.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143554,40527.0,Active,Bromus vulgaris,Narrow-flowered Brome,,Accepted,No,Approved,Present,Non-native,Uncommon,,30.0,,7.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143588,40558.0,Active,Calamagrostis nutkaensis,Pacific Reed Grass,,Accepted,No,Approved,Present,Native,Uncommon,,35.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,155960,501640.0,Active,Cortaderia jubata,"Jubata grass, Pampas Grass",,Accepted,No,Approved,Present,Non-native,Common,Management Priority,57.0,,,,,G5,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141908,41597.0,Active,Cortaderia selloana,Pampas Grass,,Accepted,No,Approved,Probably Present,Non-native,,Management Priority,30.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141918,41605.0,Active,Crypsis schoenoides,Swamp Grass,,Accepted,No,Approved,Present,Non-native,Unknown,,,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141939,41624.0,Active,Cynosurus cristatus,crested dogstail grass,,Accepted,No,Approved,Present,Non-native,Uncommon,,15.0,,2.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141940,41625.0,Active,Cynosurus echinatus,"Dogtail, Hedgehog Dogtail",,Accepted,No,Approved,Present,Non-native,Common,,73.0,,4.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,103360,193446.0,Active,Dactylis glomerata,Orchard Grass,,Accepted,No,Approved,Present,Non-native,Abundant,,113.0,,9.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,141948,41632.0,Active,Danthonia californica,California Oatgrass,,Accepted,No,Approved,Present,Native,Common,,105.0,,5.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143619,40586.0,Active,Deschampsia caespitosa,tufted hairgrass,,Accepted,No,Approved,Present,Native,Uncommon,,4.0,,3.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,198732,523960.0,Active,Deschampsia cespitosa ssp. cespitosa,Tufted Hairgrass,,Accepted,No,Approved,Present,Native,Unknown,,,,1.0,,,G5T5,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,198736,523962.0,Active,Deschampsia cespitosa ssp. holciformis,Tufted Hairgrass,"Deschampsia holciformis, Deschampsia cespitosa var. holciformis",Accepted,No,Approved,Probably Present,Native,,,6.0,,,,,G5T3T4,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143627,40593.0,Active,Deschampsia danthonioides,Annual Hairgrass,,Accepted,No,Approved,Present,Native,Unknown,,2.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143628,40594.0,Active,Deschampsia elongata,Slender Hairgrass,,Accepted,No,Approved,Present,Native,Unknown,,21.0,,8.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,144524,40662.0,Active,Distichlis spicata,Saltgrass,,Accepted,No,Approved,Probably Present,Native,,,4.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,178030,512814.0,Active,Elymus caput-medusae,,Taeniatherum caput-medusae,Accepted,No,Approved,Present,Non-native,Unknown,,17.0,,2.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,144548,40684.0,Active,Elymus glaucus,Blue Wildrye,,Accepted,No,Approved,Present,Native,Abundant,,59.0,,4.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,200363,524033.0,Active,Elymus glaucus ssp. virescens,Blue Wildrye,Elymus glaucus var. virescens,Accepted,No,Approved,Present,Native,Common,,,,1.0,,,G5T4?,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,156059,502271.0,Active,Elymus multisetus,Big Squirreltail,,Accepted,No,Approved,Probably Present,Native,,,,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,178095,512845.0,Active,Elymus spicatus,Bluebunch wheatgrass,"Pseudoroegneria spicata ssp. spicata, Agropyron spicatum, Pseudoroegneria spicata",Accepted,No,Approved,Present,Native,Unknown,,2.0,,2.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,200380,524041.0,Active,Elymus trachycaulus ssp. trachycaulus,Wheat Grass,Agropyron trachycaulum,Accepted,No,Approved,Present,Native,Unknown,,9.0,,4.0,,,G5T5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145649,40810.0,Active,Festuca arundinacea,"Alta Fescue, Reed Fescue",,Accepted,No,Approved,Present,Non-native,Unknown,,46.0,,6.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,182260,513525.0,Active,Festuca bromoides,Six Weeks Fescue,Vulpia bromoides,Accepted,No,Approved,Present,Non-native,Common,,50.0,,11.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145650,40811.0,Active,Festuca californica,California Fescue,,Accepted,No,Approved,Present,Native,Uncommon,,23.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145652,40813.0,Active,Festuca elmeri,Elmer's Fescue,,Accepted,No,Approved,Present,Native,Unknown,,8.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145655,40816.0,Active,Festuca idahoensis,"Blue Bunchgrass, Idahoe Fescue",,Accepted,No,Approved,Present,Native,Unknown,,40.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145631,40795.0,Active,Festuca myuros,Rattail Fescue,"Vulpia myuros, Vulpia myuros var. hirsuta",Accepted,No,Approved,Present,Non-native,Unknown,,20.0,,5.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145660,40820.0,Active,Festuca occidentalis,Western Fescue,,Accepted,No,Approved,Present,Native,Unknown,,23.0,,3.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,935371,,Active,Festuca perennis,"Italian Ryegrass, Perennial Ryegrass","Lolium perenne, Lolium multiflorum",Accepted,No,Approved,Present,Non-native,Unknown,,73.0,,14.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145662,40822.0,Active,Festuca pratensis,Meadow Fescue,,Accepted,No,Approved,Present,Non-native,Unknown,,4.0,,,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145632,40796.0,Active,Festuca rubra,Red Fescue,,Accepted,No,Approved,Present,Unknown,Uncommon,,41.0,,10.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145666,40826.0,Active,Festuca subulata,Bearded Fescue,,Accepted,No,Approved,Present,Native,Unknown,,9.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145667,40827.0,Active,Festuca subuliflora,Crinkle Awn Fescue,,Accepted,No,Approved,Present,Native,Unknown,,10.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,935372,,Active,Festuca temulenta,Darnel,Lolium temulentum,Accepted,No,Approved,Present,Non-native,Unknown,,13.0,,5.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143305,41746.0,Active,Gastridium phleoides,Nitgrass,Gastridium ventricosum,Accepted,No,Approved,Present,Non-native,Unknown,,20.0,,1.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,145685,40843.0,Active,Glyceria elata,Fowl or Tall Mannagrass,,Accepted,No,Approved,Present,Native,Unknown,,15.0,,2.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,870684,783475.0,Active,Glyceria X occidentalis,Mannagrass,Glyceria occidentalis,Accepted,No,Approved,Present,Native,Common,,13.0,,7.0,,,,
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143335,41773.0,Active,Holcus lanatus,Velvet grass,,Accepted,No,Approved,Present,Non-native,Common,,118.0,,12.0,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,143336,41774.0,Active,Holcus mollis,Creeping Velvet Grass,,Accepted,No,Approved,Probably Present,Non-native,,,3.0,,,,,GNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,146265,40875.0,Active,Hordeum brachyantherum,meadow barley,,Accepted,No,Approved,Present,Native,Unknown,,2.0,,1.0,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,146261,40871.0,Active,Hordeum jubatum,foxtail barley,,Accepted,No,Approved,Present,Native,Unknown,,6.0,,,,,G5,CA: SNR
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,202793,524158.0,Active,Hordeum marinum ssp. gussonianum,"Mediterannean barley, Mediterranean barley",,Accepted,No,Approved,Present,Non-native,Unknown,,2.0,,1.0,,,GNRTNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,202798,524160.0,Active,Hordeum murinum ssp. glaucum,Smooth Barley,Hordeum glaucum,Accepted,No,Approved,Present,Non-native,Unknown,,2.0,,,,,GNRTNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,202800,524161.0,Active,Hordeum murinum ssp. leporinum,"lepor barley, leporinum barley",Hordeum leporinum,Accepted,No,Approved,Present,Non-native,Unknown,,15.0,,2.0,,,GNRTNR,CA: SNA
REDW,Redwood National Park,Vascular Plant,6,Poales,Poaceae,202802,524162.0,Active,Hordeum murinum ssp. murinum,Wall Barley,,Accepted,No,Approved,Present,Non-native,Unknown,,1.0,,,,,GNRTNR,CA: SNA
