Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,AGFO,Agate Fossil Beds National Monument,Mammal,1,,,748752,-9792845,Active,Pitymys ochrogaster haydeni,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,,,748740,-9792833,Inactive,Spermophilus tridecemlineatus pallidus,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Artiodactyla,Antilocapridae,95067,180717,Active,Antilocapra americana,"pronghorn, Pronghorn",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,1,,,,50,,,G5,NE: S4S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Artiodactyla,Bovidae,107797,203618,Active,Bos bison,"American bison, bison",,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Artiodactyla,Bovidae,95061,180711,Active,Ovis canadensis,"bighorn sheep, Bighorn Sheep",,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,,,,,SC,,,G4,NE: S2
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Artiodactyla,Cervidae,95045,180698,Active,Odocoileus hemionus,mule deer,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,3,,,50,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Artiodactyla,Cervidae,95046,180699,Active,Odocoileus virginianus,WHITETAIL DEER,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,4,11,,,50,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Canidae,93340,180599,Active,Canis latrans,coyote,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3,1,,,SC,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Canidae,155084,-501876,Active,Vulpes fulva,Red Fox,,Undecided,No,In Review,Present,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Canidae,93350,180607,Active,Vulpes velox,swift fox,,Accepted,No,Approved,Present,,Native,,Rare,Breeder,,,1,2,,,RT,NE: E,,G3,NE: S2
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Canidae,93347,180604,Active,Vulpes vulpes,red fox,,Accepted,No,Approved,Present,,Native,,Rare,Breeder,,,1,2,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Felidae,86104,183798,Active,Felis catus,Domestic Cat,,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,,,,,,,,GNA,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Felidae,93322,180582,Active,Lynx rufus,Bobcat,Felis rufus,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,2,,,RT,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Felidae,260571,552479,Active,Puma concolor,"Catamount, Cougar, Mountain Lion, Puma",,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,,,,,,,,G5,NE: S1
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mephitidae,93300,180562,Active,Mephitis mephitis,striped skunk,Mephitis mephitis hudsonica,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,1,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mephitidae,93309,180570,Active,Spilogale putorius,"Alleghanian Spotted Skunk, Eastern Spotted Skunk, spotted skunk",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,SU,,,GNR,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mustelidae,93285,180549,Active,Lontra canadensis,"Common Otter, North American River Otter, Northern River Otter, River Otter",,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,,,,,RT,NE: T,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mustelidae,93293,180556,Active,Mustela frenata,long-tailed weasel,,Accepted,No,Approved,Present,,Native,,Rare,Breeder,,,2,4,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mustelidae,93294,180557,Active,Mustela nigripes,Black-footed Ferret,,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,,,,,,NE: E,,G1,NE: SH
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mustelidae,93290,180553,Active,Mustela vison,Mustela vison,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,11,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Mustelidae,93303,180565,Active,Taxidea taxus,badger,Taxidea taxus taxus,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,4,,,SC,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Carnivora,Procyonidae,93314,180575,Active,Procyon lotor,raccoon,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3,7,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88730,180008,Active,Eptesicus fuscus,Big Brown Bat,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,SC,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88737,180014,Active,Lasionycteris noctivagans,"Black Bat, Silver-black Bat, Silver-haired Bat",,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,SC,,,G3G4,NE: S3
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88739,180016,Active,Lasiurus borealis,"Eastern Red Bat, red bat",,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,,,,G3G4,NE: S3
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88740,180017,Active,Lasiurus cinereus,"Hoary Bat, Northern Hoary Bat",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,SU,,,G3G4,NE: S3
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88713,179994,Active,Myotis ciliolabrum,"Small-footed Myotis, western small-footed bat, Western Small-footed Myotis",Myotis leibii,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88714,179995,Active,Myotis evotis,"Long-eared Myotis, Western Long-eared Bat",,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,SC,,,G5,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88706,179988,Active,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Myotis lucifugus carissima,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,UR,,,G3G4,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88722,180000,Active,Myotis septentrionalis,"Northern Bat, Northern Long-eared Bat, Northern Myotis",Myotis keenii,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,E,NE: T,,G2G3,NE: S1S2
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Chiroptera,Vespertilionidae,88724,180002,Active,Myotis thysanodes,Fringed Myotis,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,SC,,,G4,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Didelphimorphia,Didelphidae,88114,179921,Active,Didelphis virginiana,Virginia Opossum,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Eulipotyphla,Soricidae,88122,179929,Active,Sorex cinereus,masked shrew,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,1,,,,,,,G5,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Eulipotyphla,Soricidae,748734,-9792827,Inactive,Sorex cinereus haydeni,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Eulipotyphla,Soricidae,88659,179945,Active,Sorex haydeni,"Hayden's shrew, Prairie Shrew",Sorex cinereus haydeni,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Eulipotyphla,Soricidae,88663,179949,Active,Sorex merriami,Merriam's Shrew,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G4,NE: S1
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Eulipotyphla,Talpidae,88696,179979,Active,Scalopus aquaticus,eastern mole,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Lagomorpha,Leporidae,89641,180115,Active,Lepus californicus,"Black-tailed Jack Rabbit, Black-tailed Jackrabbit, California Jackrabbit, Gray-sided Jackrabbit, Great Plains Jackrabbit, Jackass-hare, Narrow-gauge Mule, Texan Hare, Texas Jack",,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,1,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Lagomorpha,Leporidae,89644,180118,Active,Lepus townsendii,"White-tailed Jack Rabbit, White-tailed Jackrabbit",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Lagomorpha,Leporidae,89645,180119,Active,Sylvilagus,Cottontails,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Lagomorpha,Leporidae,89649,180122,Active,Sylvilagus audubonii,desert cottontail,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,,,,,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Lagomorpha,Leporidae,89651,180124,Active,Sylvilagus floridanus,eastern cottontail,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,1,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Castoridae,90673,180212,Active,Castor canadensis,beaver,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,11,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91703,180312,Active,Microtus ochrogaster,Microtus ochrogaster,"Pitymys ochrogaster haydeni, Microtus ochrogaster haydenii",Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,748747,-9792840,Inactive,Microtus ochrogaster haydenii,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,90766,180297,Active,Microtus pennsylvanicus,meadow vole,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,1,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91768,180371,Active,Neotoma cinerea,bushy-tailed woodrat,Neotoma cinerea rupicola,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,1,1,,,,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,748749,-9792842,Inactive,Neotoma cinerea rupicola,,,Undecided,No,In Review,,,,,,,,,,,,,,,,G5T4T5,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91769,180372,Active,Neotoma floridana,Eastern Woodrat,,Accepted,No,Approved,Not In Park,False Report,Native,,,,,,,1,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91709,180318,Active,Ondatra zibethicus,MUSKRAT,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,6,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91780,180382,Active,Onychomys leucogaster,orthern grasshopper mouse,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,90745,180278,Active,Peromyscus leucopus,"White-footed Deermouse, White-footed Mouse",,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,90743,180276,Active,Peromyscus maniculatus,deer mouse,Peromyscus maniculatus nebrascensis,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,4,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,748756,-9792849,Inactive,Peromyscus maniculatus nebrascensis,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91737,180343,Active,Reithrodontomys megalotis,western harvest mouse,Reithrodontomys megalotis dychei,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,748738,-9792831,Inactive,Reithrodontomys megalotis dychei,,,Undecided,No,In Review,,,,,,,,,,,,,,,,G5T5,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Cricetidae,91738,180344,Active,Reithrodontomys montanus,plains harvest mouse,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,1,,,,,,,G5,NE: S4S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Erethizontidae,91792,180393,Active,Erethizon dorsatum,porcupine,Erethizon dorsatum epixanthum,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,4,7,,,,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Geomyidae,90677,180216,Active,Geomys bursarius,Plains pocket gopher,Geomys lutescens lutescens,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Geomyidae,748745,-9792838,Inactive,Geomys lutescens lutescens,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Geomyidae,90690,180228,Active,Thomomys talpoides,Northern Pocket Gopher,,Accepted,No,Approved,Probably Present,,Native,,,,,,,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,260580,552483,Active,Chaetodipus hispidus,hispid pocket mouse,Perognathus hispidus,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,90708,180244,Active,Dipodomys ordii,Ord's kangaroo rat,"Dipodomys ordii luteolus, Dipodomys ordii richardsoni",Accepted,No,Approved,Present,,Native,,Common,Breeder,,,4,2,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,748748,-9792841,Inactive,Dipodomys ordii luteolus,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,748730,-9792823,Inactive,Dipodomys ordii richardsoni,,,Undecided,No,In Review,,,,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,90726,180260,Active,Perognathus fasciatus,Olive-backed Pocket Mouse,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,,,,,,,G5,NE: S1
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,90727,180261,Active,Perognathus flavescens,plains pocket mouse,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Heteromyidae,90728,180262,Active,Perognathus flavus,silky pocket mouse,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,,,,,,,G5,NE: S1
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Muridae,91762,180366,Active,Mus musculus,House Mouse,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,G5,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Sciuridae,751774,-9793308,Inactive,Citellus tridecemlineatus,Thirteen-Lined Ground Squirrel,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Sciuridae,90643,180186,Active,Cynomys ludovicianus,"Arizona black-tailed prairie dog, Black-tailed Prairie Dog",,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,1,,,,RT,,,G4,NE: S3
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Sciuridae,89689,180159,Active,Spermophilus spilosoma,Spotted Ground Squirrel,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Sciuridae,89693,180162,Active,Spermophilus tridecemlineatus,thirteen-lined ground squirrel,Spermophilus tridecemlineatus pallidus,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,3,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Mammal,1,Rodentia,Sciuridae,90653,180195,Active,Tamias minimus,Least Chipmunk,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,79517,175309,Active,Accipiter cooperii,cooper's hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,2,,,SC,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,79512,175304,Active,Accipiter striatus,Sharp-shinned Hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,1,,,SC,,,G5,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,80429,175407,Active,Aquila chrysaetos,Golden Eagle,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,3,4,,,SC,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,79563,175350,Active,Buteo jamaicensis,Red-tailed Hawk,,Accepted,No,Approved,Present,,Native,,Common,Resident,,,8,1,,,50,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,80391,175373,Active,Buteo lagopus,Rough-legged Hawk,,Accepted,No,Approved,Present,,Native,,Common,Resident,,,2,2,,,SC,,,G5,NE: SNRN
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,80395,175377,Active,Buteo regalis,Ferruginous Hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,3,,,,RT,,,G4,NE: S2
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,79581,175367,Active,Buteo swainsoni,Swainson's Hawk,,Accepted,No,Approved,Present,,Native,,Common,Management Priority; Breeder,,,7,2,,,SC,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,80455,175430,Active,Circus cyaneus,Northern Harrier,,Accepted,No,Approved,Present,,Native,,Common,Resident,,,5,2,,,SC,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,79487,175282,Active,Elanus leucurus,white-tailed kite,,Accepted,No,Approved,Not In Park,False Report,Native,,,,,,2,,,,SC,,,G5,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Accipitridae,80444,175420,Active,Haliaeetus leucocephalus,Bald Eagle,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,2,3,,,DM,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Accipitriformes,Cathartidae,79468,175265,Active,Cathartes aura,Turkey Vulture,,Accepted,No,Approved,Present,,Native,,Unknown,Resident,,,5,,,,SC,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77836,175122,Active,Aix sponsa,Wood Duck,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,5,2,,,SU,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77782,175074,Active,Anas acuta,Northern Pintail,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77804,175094,Active,Anas americana,American Wigeon,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,,,,http://rmbo.org/v3/avian/ExploretheData.aspx,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77806,175096,Active,Anas clypeata,Northern Shoveler,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77790,175081,Active,Anas crecca,Green-Winged Teal,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,SU,,,G5,NE: S4S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77795,175086,Active,Anas discors,Blue-winged Teal,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,6,1,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77770,175063,Active,Anas platyrhynchos,Mallard,,Accepted,No,Approved,Present,,Native,,Common,Resident,,,7,4,,,SU,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77839,175125,Active,Aythya americana,Redhead,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,76625,174999,Active,Branta canadensis,Canada Goose,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,3,,,SU,,,G5,NE: SNRN
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,78531,175145,Active,Bucephala albeola,bufflehead,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,,,,,,,G5,NE: SNRN
,AGFO,Agate Fossil Beds National Monument,Bird,2,Anseriformes,Anatidae,77742,175038,Active,Chen caerulescens,Snow Goose,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,1,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Apodiformes,Apodidae,83060,178014,Active,Aeronautes saxatalis,white-throated swift,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,1,,,,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Apodiformes,Apodidae,83046,178001,Active,Chaetura pelagica,Chimney Swift,,Accepted,No,In Review,Unconfirmed,,Native,,,,,,1,,,,SC,,,G4G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Caprimulgiformes,Caprimulgidae,83000,177961,Active,Caprimulgus vociferus,Whip-poor-will,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,,,,RT,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Caprimulgiformes,Caprimulgidae,83019,177979,Active,Chordeiles minor,Common Nighthawk,,Accepted,No,Approved,Present,,Native,,Unknown,Resident,,,5,3,,,SC,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Caprimulgiformes,Caprimulgidae,83007,177968,Active,Phalaenoptilus nuttalli,common poorwill,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,1,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Charadriidae,153779,-501471,Active,Charadrius vociferous,Killdeer,,Accepted,No,Approved,Present,,Native,,Common,,,,,,,http://rmbo.org/v3/avian/ExploretheData.aspx,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Charadriidae,77646,176520,Active,Charadrius vociferus,Charadrius vociferus,,Accepted,No,Approved,Present,,Native,,Common,Resident,,,7,4,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Laridae,81883,176959,Active,Chlidonias niger,black tern,,Accepted,No,Approved,Present,,Native,,Common,Resident,,,2,1,,,SC,,,G4G5,NE: S1
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Laridae,81071,176830,Active,Larus delawarensis,ring-billed gull,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,,,,SC,,,G5,NE: SNRN
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Recurvirostridae,80285,176726,Active,Himantopus mexicanus,Black-necked Stilt,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,,,,,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Recurvirostridae,80280,176721,Active,Recurvirostra americana,American avocet,,Accepted,No,Approved,Present,,Native,,Unknown,Resident,,,4,1,2,,SC,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,631809,726049,Active,Actitis macularius,Spotted Sandpiper,Actitis macularia,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,,,,,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,79220,176610,Active,Bartramia longicauda,Upland Sandpiper,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,7,,,,SC,,,G5,NE: S5
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,79250,176638,Active,Catoptrophorus semipalmatus,Willet,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,1,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,631807,726048,Active,Gallinago delicata,Wilson's Snipe,Gallinago gallinago,Accepted,No,Approved,Present,,Native,,Unknown,,,,6,2,,,,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,79200,176593,Active,Numenius americanus,Long-billed Curlew,,Accepted,No,Approved,Present,,Native,,Rare,Resident,,,2,1,,,RT,,,G4,NE: S3
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,80296,176736,Active,Phalaropus tricolor,Wilson's Phalarope,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,,,3,1,,,SU,,,G5,NE: S4
,AGFO,Agate Fossil Beds National Monument,Bird,2,Charadriiformes,Scolopacidae,79231,176620,Active,Tringa flavipes,Lesser Yellowlegs,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,,,,SC,,,G5,NE: SNRN
