Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Amaranthaceae,115561,20696,Active,Kochia scoparia,"burningbush, common kochia, fireweed, Mexican burningbush, Mexican fireweed, Mexican-fireweed, mock cypress, summercypress",Bassia scoparia,Accepted,No,Approved,Present,,Non-native,,Common,Management Priority,,,10,,2,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Amaranthaceae,158344,503290,Active,Krascheninnikovia lanata,winterfat,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Amaranthaceae,111903,20656,Active,Salsola collina,"slender Russian-thistle, tumbleweed",,Accepted,No,Approved,Present,,Non-native,,Uncommon,Management Priority,,,6,,1,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Amaranthaceae,111892,20655,Active,Salsola kali,"prickly Russian thistle, Russian thistle, tumbleweed",,Accepted,No,Approved,Not In Park,False Report,Unknown,,,,,,1,,,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Amaranthaceae,194163,520950,Active,Salsola tragus,"prickly Russian thistle, tumbleweed",Salsola australis,Accepted,No,Approved,Present,,Non-native,,Uncommon,Management Priority,,,5,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Cactaceae,211079,528100,Active,Escobaria vivipara var. vivipara,"pink pincushion cactus, spinystar, spinystar cactus",Coryphantha vivipara,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Cactaceae,104853,19707,Active,Opuntia fragilis,"brittle cactus, brittle pricklypear, fragile cactus, jumping cactus, little pricklypear",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Cactaceae,100547,195287,Active,Opuntia macrorhiza var. macrorhiza,"bigflower pricklypear, twistspine pricklypear",Opuntia macrorhiza,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Cactaceae,100557,195296,Active,Opuntia polyacantha var. polyacantha,hairspine pricklypear,Opuntia polyacantha,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Caryophyllaceae,107322,20247,Active,Arenaria hookeri,Hooker's sandwort,,Accepted,No,Approved,Present,,Native,,Common,,,,9,,1,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Caryophyllaceae,113576,20329,Active,Paronychia depressa,spreading nailwort,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,9,,2,,,,,G4,NE: S4
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Caryophyllaceae,115239,20346,Active,Paronychia sessiliflora,"creeping nailwort, low nailwort, nailwort, stemless nailwort",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,,,,,,G5,NE: S3S5
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Caryophyllaceae,218187,530363,Active,Silene drummondii var. drummondii,"Drummond's campion, Drummond's catchfly",Silene drummondii,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Nyctaginaceae,103641,19557,Active,Abronia fragrans,"heart's-delight, prairie snowball, snowball sand verbena, sweet sand verbena",Abronia fragrans var. fragans,Accepted,No,Approved,Present,,Native,,Uncommon,,,,3,,3,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Nyctaginaceae,748725,-9792818,Active,Abronia fragrans var. fragans,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Nyctaginaceae,110143,19626,Active,Mirabilis albida,"mountain four-o'clock, white four o'clock, white four-o'clock",,Accepted,No,Approved,Not In Park,False Report,Unknown,,,,,,1,,,,,,,G5,"NE: SNR,S1"
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Nyctaginaceae,111179,19647,Active,Mirabilis hirsuta,"hairy four o'clock, hairy four-o'clock",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,5,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Nyctaginaceae,100394,19651,Active,Mirabilis linearis,"four o'clock, linearleaf four-o'clock, narrowleaf four o'clock, narrowleaf four-o'clock",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,4,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Nyctaginaceae,109418,19621,Active,Tripterocalyx micranthus,"sandpuffs, smallflower sand verbena, small-flower sandpuffs",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G4,NE: S1
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,119230,21066,Active,Eriogonum annuum,"annual buckwheat, annual eriogonum, annual wild buckwheat, annual wildbuckwheat, umbrella plant, wild buckwheat",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,119793,21090,Active,Eriogonum cernuum,"nodding buckwheat, nodding eriogonum, nodding wild buckwheat",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,2,,,,,G5,NE: S1
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,119842,21134,Active,Eriogonum flavum,"alpine golden buckwheat, yellow eriogonum",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,119846,21138,Active,Eriogonum gordonii,"Gordon's buckwheat, Gordon's eriogonum, Gordon's wild buckwheat",,Accepted,No,Approved,Not In Park,False Report,Unknown,,,,,,1,,,,,,,G4,NE: S2
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,215073,529773,Active,Polygonum amphibium var. emersum,"colored smartweed, devil's shoestring, longroot smartweed, swamp smartweed, tanweed",Polygonum coccineum,Accepted,No,Approved,Present,,Native,,Uncommon,,,,3,,,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,215075,529774,Active,Polygonum amphibium var. stipulaceum,water smartweed,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,4,,1,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,118703,20872,Active,Polygonum arenastrum,"common knotweed, doorweed, matweed, ovalleaf knotweed, oval-leaf knotweed, prostrate knotweed",,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,4,,1,,,,,G5?,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,117019,20853,Active,Polygonum convolvulus,"black bindweed, black-bindweed, climbing buckwheat, climbing knotweed, cornbind, dullseed cornbind, pink smartweed, wild buckwheat",,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,3,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,122594,20921,Active,Polygonum ramosissimum,"bushy knotweed, tall knotweed, yellow knotweed, yellow-flower knotweed",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,3,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,115867,20937,Active,Rumex crispus,"curly dock, narrowleaf dock, sour dock, yellow dock",,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,6,,1,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,119118,20965,Active,Rumex maritimus,"bristle dock, golden dock",Rumex maritimus ssp. fueginus,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Caryophyllales,Polygonaceae,119135,20980,Active,Rumex venosus,veiny dock,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Commelinales,Commelinaceae,142415,39168,Active,Tradescantia occidentalis,"prairie spiderwort, spiderwort",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Cornales,Loasaceae,159672,503766,Active,Mentzelia decapetala,"evening starflower, gumbo-lily, tenpetal blazingstar, tenpetal mentzelia, tenpetal stickleaf",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Cornales,Loasaceae,159723,503790,Active,Mentzelia nuda,"bractless blazingstar, goodmother, stickleaf mentzelia",,Accepted,No,Approved,Present,,Native,,Common,,,,5,,2,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Cucurbitales,Cucurbitaceae,118494,22378,Active,Echinocystis lobata,"wild balsam apple, wild cucumber, wild mockcucumber, wild mock-cucumber",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,3,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Dipsacales,Caprifoliaceae,131727,35336,Active,Symphoricarpos occidentalis,"western snowberry, wolfberry",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Equisetales,Equisetaceae,79716,17156,Active,Equisetum laevigatum,"horsetail, smooth horsetail, smooth scouringrush, smooth scouring-rush",,Accepted,No,Approved,Present,,Native,,Common,,,,9,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Ericales,Polemoniaceae,137206,30912,Active,Phlox andicola,prairie phlox,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G4,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Ericales,Polemoniaceae,204288,524481,Active,Phlox gracilis ssp. humilis,"dwarf phlox, slender phlox",Microsteris gracilis var. humilior,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5T5,NE: S1
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Ericales,Polemoniaceae,137245,30948,Active,Phlox hoodii,"Hood's phlox, spiny phlox",,Accepted,No,Approved,Present,,Native,,Unknown,,,,7,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Ericales,Polemoniaceae,137246,30949,Active,Phlox hoodii ssp. hoodii,"carpet phlox, hood phlox, spiny phlox",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Ericales,Polemoniaceae,204298,524486,Active,Phlox hoodii ssp. muscoides,"moss phlox, musk phlox",Phlox bryoides,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5T4T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Ericales,Primulaceae,121656,23982,Active,Glaux maritima,sea-milkwort,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,107749,192406,Active,Astragalus ceramicus var. filifolius,"painted milkvetch, painted milk-vetch",Astragalus ceramicus,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,,,,,,G4T4,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,121497,25480,Active,Astragalus crassicarpus,"ground-plum, groundplum milkvetch",,Accepted,No,Approved,Present,,Native,,Unknown,,,,6,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,107777,192431,Active,Astragalus crassicarpus var. crassicarpus,"ground-plum, groundplum milkvetch",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,1,,1,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,122085,25528,Active,Astragalus gracilis,"milkvetch, slender milkvetch",,Accepted,No,Approved,Probably Present,,Native,,,,,,4,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,96093,192538,Active,Astragalus kentrophyta var. kentrophyta,"spiny milkvetch, spiny milk-vetch",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5T4,NE: S3S4
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,294015,566195,Active,Astragalus laxmannii var. robustior,prairie milkvetch,Astragalus laxmannii,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,122129,25568,Active,Astragalus lotiflorus,"lotus milkvetch, lotus milk-vetch, low milkvetch, milkvetch",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,4,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,122148,25585,Active,Astragalus missouriensis,"Missouri milkvetch, Missouri milk-vetch",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,5,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,122152,25589,Active,Astragalus mollissimus,"purple locoweed, woolly loco, woolly locoweed, woolly milkvetch",Astragalus mollissimus var. mollissimus,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,123047,25673,Active,Astragalus sericoleucus,silky milkvetch,Astragalus sericoleucus var. sericoleucus,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,1,,,,,G4,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,748759,-9792852,Inactive,Astragalus sericoleucus var. sericoleucus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,123062,25687,Active,Astragalus spatulatus,"tufted milkvetch, tufted milk-vetch",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,4,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,129949,26603,Active,Dalea candida,"slender white prairieclover, white dalea, white prairie clover, white prairieclover, white prairie-clover",,Accepted,No,Approved,Present,,Native,,,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,98883,192889,Active,Dalea candida var. oligophylla,"white dalea, white prairie clover, white prairieclover, white prairie-clover",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,1,,,,,G5T5?,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,129992,26642,Active,Dalea purpurea,"purple prairie clover, purple prairieclover, violet dalea, violet prairie clover, violet prairie-clover",,Accepted,No,Approved,Present,,Native,,Common,,,,6,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,98910,192912,Active,Dalea purpurea var. purpurea,"purple prairie clover, purple prairieclover, violet dalea, violet prairie clover, violet prairieclover, violet prairie-clover",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,1,,,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,121871,26714,Active,Gleditsia triacanthos,"common honeylocust, honey locust, honeylocust, honey-locust",,Accepted,No,Approved,Not In Park,Historical,Unknown,,,,,,1,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,121876,26719,Active,Glycyrrhiza lepidota,"American licorice, licorice, wild licorice",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,124599,25870,Active,Lathyrus polymorphus,"manystem pea, manystem peavine",,Accepted,No,Approved,Present,,Native,,Unknown,,,,6,,1,,,,,G5?,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,231245,536623,Active,Lathyrus polymorphus var. incanus,hoary pea,Lathyrus polymorphus ssp. incanus,Accepted,No,In Review,Present,,Native,,Common,,,,3,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,162956,503575,Active,Lupinus argenteus,silvery lupine,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,125649,26094,Active,Lupinus plattensis,"Nebraska lupine, Platte lupine",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,,,,,,G4,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,125654,26099,Active,Lupinus pusillus,"low lupine, rusty lupine, small lupine",Lupinus pusillus var. pusillus,Accepted,No,Approved,Present,,Native,,Uncommon,,,,6,,3,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,748741,-9792834,Inactive,Lupinus pusillus var. pusillus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,158887,503721,Active,Medicago lupulina,"black medic, black medic clover, black medick, hop clover, hop medic, nonesuch, yellow trefoil",,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,3,,,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,94869,183623,Active,Medicago sativa,alfalfa,Medicago sativa ssp. sativa,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,4,,,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,126512,26149,Active,Melilotus alba,white sweetclover,Melilotus albus,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,2,,1,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,126514,26150,Active,Melilotus officinalis,"cornilla real, field melilot, ribbed melilot, yellow sweetclover, yellow sweet-clover",,Accepted,No,Approved,Present,,Non-native,,Common,,,,6,,1,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,126541,26175,Active,Oxytropis lambertii,"Lambert's crazyweed, Lambert's locoweed, purple loco, purple locoweed, stemless loco, white woollyloco, whitepoint locoweed",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,3,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,126549,26182,Active,Oxytropis sericea,"locoweed, silky crazyweed, silvery oxytrope, white crazyweed, white locoweed, white pointloco",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,8,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,158637,504169,Active,Pediomelum argophyllum,"silverleaf Indian breadroot, silverleaf scurfpea",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,159483,504177,Active,Pediomelum esculentum,"breadroot scurfpea, Indian breadroot, large Indian breadroot",,Accepted,No,Approved,Present,,Native,,Unknown,,,,5,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,218351,531094,Active,Pediomelum hypogaeum var. hypogaeum,subterranean Indian breadroot,Pediomelum hypogaeum,Accepted,No,Approved,Present,,Native,,Rare,,,,3,,,,,,,G5T4,NE: S2S4
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,159874,504645,Active,Psoralidium lanceolatum,"dune scurfpea, lemon scurfpea, wild lemonweed",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,159876,504646,Active,Psoralidium tenuiflorum,"scurfpea, slimflower scurfpea",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,,
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,125132,27003,Active,Thermopsis rhombifolia,"goldenpea, prairie thermopsis",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Fabales,Fabaceae,126576,26206,Active,Trifolium repens,"Dutch clover, ladino clover, white clover, white Dutch clover",,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,2,,,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Gentianales,Apocynaceae,130900,30157,Active,Apocynum cannabinum,"common dogbane, dogbane, hemp dogbane, Indian hemp, Indian-hemp, prairie dogbane",,Accepted,No,Approved,Present,,Native,,Rare,,,,2,,,,,,O,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Gentianales,Apocynaceae,92804,184805,Active,Asclepias incarnata ssp. incarnata,swamp milkweed,Asclepias incarnata,Accepted,No,Approved,Present,,Native,,Uncommon,,,,4,,,,,,,G5T5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Gentianales,Apocynaceae,131853,30295,Active,Asclepias pumila,"low milkweed, plains milkweed",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,4,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Gentianales,Apocynaceae,131864,30304,Active,Asclepias speciosa,showy milkweed,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Gentianales,Apocynaceae,131884,30322,Active,Asclepias viridiflora,"green antelopehorn milkweed, green comet milkweed, green milkweed",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,6,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Gentianales,Rubiaceae,137990,34803,Active,Galium tinctorium,"dye bedstraw, stiff marsh bedstraw",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,3,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,135626,32512,Active,Hedeoma drummondii,"Drummond's false pennyroyal, Drummond's pennyroyal",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,7,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,159110,502890,Active,Hedeoma hispida,"false pennyroyal, falsepennyroyal, rough false pennyroyal, rough falsepennyroyal, rough pennyroyal",Hedeoma hispidum,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,134013,32254,Active,Lycopus americanus,"American bugleweed, American water horehound, American waterhorehound, cut-leaf water-horehound, water horehound, waterhorehound",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,4,,3,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,134015,32256,Active,Lycopus asper,"rough bugleweed, rough water-horehound",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,289323,565302,Active,Mentha arvensis,"field mint, wild mint",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,136550,32623,Active,Nepeta cataria,"catmint, catnip, catwort, field balm",,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,1,,,,,,,GNR,NE: SNA
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,129266,32798,Active,Scutellaria galericulata,"hooded skullcap, marsh skullcap",,Accepted,No,Approved,Not In Park,False Report,Unknown,,,,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Lamiaceae,128695,32765,Active,Scutellaria lateriflora,"blue skullcap, mad dog skullcap",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,3,,1,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Orobanchaceae,135038,33167,Active,Castilleja sessiliflora,"downy paintedcup, Great Plains Indian paintbrush, Indian paintbrush",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,8,,4,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Orobanchaceae,134488,34290,Active,Orobanche fasciculata,"clustered broomrape, clustered broom-rape, purple broomrape, tufted broomrape",,Accepted,No,Approved,Present,,Native,,Uncommon,,,,5,,,,,,,G4G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Orobanchaceae,134489,34291,Active,Orobanche ludoviciana,"Louisiana broomrape, Louisiana broom-rape",,Accepted,No,Approved,Present,,Unknown,,Uncommon,,,,2,,,,,,,GNR,NE: S3S5
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Plantaginaceae,138430,33666,Active,Penstemon albidus,white penstemon,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Vascular Plant,6,Lamiales,Plantaginaceae,131567,33812,Active,Penstemon angustifolius,"broadbeard beardtongue, broad-beard beardtongue, narrowleaf penstemon",,Accepted,No,Approved,Probably Present,,Native,,,,,,7,,,,,,,G5,NE: SNR
